V1,V2,V3,V4,V5,V6,V7
2.14,0.16,0.69,7.8,9.86,0.37,0.98
0.12,3.24,2.69,1.47,5.4,0.23,1.55
17.5,19.71,4.43,0.9,20.12,22.23,9.53
1.32,1.24,0.02,0.29,0,0.58,2.35
2.15,0.34,1.79,0.07,0.86,0.54,1.82
10.21,1.83,0.12,2.77,10.24,1.69,1.12
11.72,9.14,4.9,2.6,2.33,0.51,0.75
4.99,4.3,3.31,0.14,1.03,1.98,1.28
0.07,0.31,4.91,2.28,6.57,1.26,8.62
6.08,2.53,3.29,0.3,17.41,5.72,1.87
8.49,7.26,2.2,3.34,8.5,5.79,4.12
5.14,0.03,4.23,0.17,2.75,9.84,1.69
1.68,2.11,3.63,10.52,7.64,4.45,0.71
7.52,0.47,0.22,0.18,1.14,0.05,0.8
12.41,13.1,0.5,1.51,0.91,0.2,0.13
0.68,3.13,0.66,7.35,5.24,8.66,1.1
1.7,3.44,0.46,1.82,0.12,7.62,3.9
0.02,2.58,0.28,3.05,13.87,3.04,0.84
0.94,1.95,12.71,1.85,0,0,2.22
0.1,4.48,3.19,0.96,0.22,1.09,5.93
4.67,17.96,1.23,3.78,3.66,0.35,0
0,0.49,0.04,0.02,0.72,3.36,1.82
1.03,2.12,7.02,0.81,0.27,1.62,1.7
1.75,0.37,1.73,2.14,0.22,4.17,0.28
1.21,0.25,3.02,6.65,0.92,1.65,7.72
5.66,8.01,1.5,3.52,0.09,1.26,6.76
4.06,0.4,0.26,0.28,0,0,0.7
0.7,7.88,5.47,2.2,2.27,1.83,7.99
22.84,4.36,1.99,9.8,16.39,0.86,6.76
10.34,0.08,0.11,0.29,3.96,0.62,0.38
1.06,0.91,0.95,6.25,3.11,4.21,14.1
3.21,1.4,4.01,0.17,0.44,0.78,2.75
1.36,0,0.3,0.03,3.2,0.13,0.02
0.32,7,4.01,1.93,2.64,2.05,4.57
2.5,7.28,5.56,2.5,0.24,4.5,0.02
0.59,4.23,1.84,0.06,2.07,3.56,5.23
8.11,5.51,2.75,0.54,1,0.58,0.66
0.36,,,,,,
